,Threshold,Input Compound Name,Matched Compound Name,Matched COMPOUND_ID,Matched Score,In Debug CSV
367,0.0,malonylcarnitine,malonylcarnitine,73028,1.0,No
368,0.0,hexanoylglycine,Hexanoylglycine,64390,1.0,No
369,0.0,glutamine_degradant*,glutamine,28300,0.6618507,No
370,0.0,2-hydroxy-3-methylvalerate,2-Hydroxy-3-methylvalerate,89228,1.0,No
371,0.0,homostachydrine*,homoatropine,5747,0.6498957,No
372,0.0,1-arachidonoyl-GPC (20:4n6)*,1-arachidoyl-GPC (20:0),74968,0.8363037,No
373,0.0,1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,1-dihomo-linolenoyl-GPC(20:3n6),86256,0.9448469,No
374,0.0,1-dihomo-linoleoyl-GPC (20:2)*,1-dihomo-linoleoyl-GPC (20:2),83055,0.9699897,No
375,0.0,2-arachidonoyl-GPC (20:4)*,2-arachidonoyl-GPC,76079,0.8806989,No
376,0.0,2-oleoyl-GPC (18:1)*,1-oleoyl-GPI (18:1),78762,0.8285639,No
377,0.0,2-linoleoyl-GPC (18:2)*,1-linoleoyl-GPC (18:2),28733,0.91036576,No
378,0.0,2-palmitoyl-GPC (16:0)*,1-palmitoyl-GPC (16:0),72998,0.95368123,No
379,0.0,2-myristoyl-GPC (14:0)*,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),75062,0.5967275,No
380,0.0,1-docosahexaenoyl-GPC (22:6)*,2-docosahexaenoyl-GPC (22:6),131987,0.9369519,No
381,0.0,1-palmitoyl-GPE (16:0),1-palmitoyl-GPE (16:0),73004,1.0,No
382,0.0,1-oleoyl-GPE (18:1),1-oleoyl-GPI (18:1),78762,0.8700174,No
383,0.0,1-linoleoyl-GPE (18:2)*,1-linoleoyl-GPE (18:2),83058,0.9613537,No
384,0.0,1-arachidonoyl-GPE (20:4n6)*,1-arachidonoyl-GPI (20:4),133065,0.82565844,No
385,0.0,N-acetylcitrulline,N-acetylanthranilate,16803,0.7756741,No
386,0.0,2-hydroxypalmitate,2-hydroxypalmitate,65097,1.0,No
387,0.0,docosapentaenoate (n6 DPA; 22:5n6),hydroxy-docosapentaenoate,133654,0.7175897,No
388,0.0,gulonate*,Gulonate,13115,0.8228122,Yes
389,0.0,isobutyrylglycine,isobutyrylglycine,70979,1.0,No
390,0.0,glutarylcarnitine (C5-DC),C5-acylcarnitines,86492,0.7420234,No
391,0.0,2-methylmalonylcarnitine (C4-DC),2-methylmalonylcarnitine(1-),133076,0.88206846,No
392,0.0,tiglylcarnitine (C5:1-DC),(5E)-tetradecenoylcarnitine,131957,0.71680087,No
393,0.0,hydroquinone sulfate,hydroquinone sulfate,71062,1.0,No
394,0.0,catechol sulfate,catechol sulfate,68505,1.0,No
395,0.0,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),7alpha-Hydroxy-4-cholesten-3-one,17899,0.7438929,Yes
396,0.0,N-acetyl-aspartyl-glutamate (NAAG),N-acetyl-L-aspartyl-L-glutamate,76931,0.79751545,Yes
397,0.0,tetradecanedioate (C14-DC),tetradecanedioate,76281,0.7796902,No
398,0.0,hexadecanedioate (C16-DC),hexadecanedioate,76276,0.7909229,No
399,0.0,1-myristoylglycerol (14:0),1-myristoyl glycerol,75562,0.7559508,Yes
400,0.0,glycerophosphoethanolamine,Glycerophosphoethanolamine,16929,1.0,Yes
401,0.0,3-(3-hydroxyphenyl)propionate,3-(3-hydroxyphenyl)propionate,57277,1.0,No
402,0.0,ectoine,Ectoine,27592,1.0,No
403,0.0,2-oleoyl-GPE (18:1)*,1-oleoyl-GPI (18:1),78762,0.82193846,No
404,0.0,2-palmitoyl-GPE (16:0)*,2-palmitoyl-GPE (16:0),132926,0.9836977,No
405,0.0,1-arachidonoyl-GPI (20:4)*,1-arachidonoyl-GPI (20:4),133065,0.95477027,No
406,0.0,1-palmitoyl-GPI (16:0),1-palmitoyl-GPI (16:0),72833,1.0,No
407,0.0,glycolithocholate sulfate*,glycolithocholate sulfate,9347,0.93875176,No
408,0.0,taurolithocholate 3-sulfate,Taurolithocholate 3-sulfate,17864,1.0,Yes
409,0.0,deoxycarnitine,deoxycarnitine,16244,1.0,Yes
410,0.0,N6-succinyladenosine,N(6)-succinyladenosine,133523,0.89703965,No
411,0.0,1-ribosyl-imidazoleacetate*,5-amino-1-(D-ribosyl)imidazol-3-ium ribosyl-5-aminoimidazol-3-ium,142407,0.7394257,No
412,0.0,2-arachidonoyl-GPE (20:4)*,1-arachidonoyl-GPI (20:4),133065,0.8799677,No
413,0.0,leucylleucine,leucylleucine,73531,1.0,No
414,0.0,indoleacetylglutamine,N-indoleacetylglutamine,70811,0.86487126,No
415,0.0,hexanoylglutamine,glutaminylglutamine,73846,0.7883566,No
416,0.0,N6-acetyllysine,N(6)-ACETYLLYSINE,17752,0.8886763,No
417,0.0,dihomo-linolenate (20:3n3 or n6),Dihomo-linoleate (20:2N6),88670,0.7814002,No
418,0.0,mannitol/sorbitol,mannitol,29864,0.76360756,No
419,0.0,tryptophan betaine,Tryptophan betaine,5832,1.0,No
420,0.0,4-vinylphenol sulfate,4-Vinylphenol,1883,0.8370496,No
421,0.0,4-ethylphenylsulfate,4-phenanthrylsulfate,20470,0.81986445,No
422,0.0,thymol sulfate,thymol sulfate,133663,1.0,No
423,0.0,pyrraline,Pyrraline,59973,1.0,No
424,0.0,2-linoleoyl-GPE (18:2)*,1-linoleoyl-GPE (18:2),83058,0.90921366,No
425,0.0,1-oleoyl-GPI (18:1),1-oleoyl-GPI (18:1),78762,1.0,No
426,0.0,1-linoleoyl-GPI (18:2)*,1-linoleoyl-GPI (18:2),133077,0.9614566,No
427,0.0,1-palmitoleoyl-GPE (16:1)*,2-palmitoleoyl-GPC (16:1),133515,0.83551675,No
428,0.0,2-hydroxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate,82942,0.95101494,No
429,0.0,2-methoxyacetaminophen sulfate*,2-hydroxyacetaminophen sulfate,82942,0.8740662,No
430,0.0,2-methoxyacetaminophen glucuronide*,2-methoxyacetaminophen beta-D-glucuronide,133005,0.88672405,No
431,0.0,o-cresol sulfate,o-cresol sulfate,133089,1.0,No
432,0.0,dimethylarginine (SDMA + ADMA),dimethylarginine(1+),133775,0.68155545,No
433,0.0,gamma-glutamylalanine,gamma-glutamylalanine,50621,1.0,No
434,0.0,N-acetylserine,N-acetylserine,45441,1.0,No
435,0.0,1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),75038,1.0,No
436,0.0,4-allylphenol sulfate,4-allylphenol sulfate,133096,1.0,No
437,0.0,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),74965,1.0,No
438,0.0,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),73008,1.0,No
439,0.0,sphinganine-1-phosphate,sphinganine 1-phosphate,57939,0.9729075,Yes
440,0.0,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),D-glucosyl-sphingosine,4177,0.8196135,No
441,0.0,succinylcarnitine (C4-DC),C4-acylcarnitines,86490,0.70645684,No
442,0.0,"bilirubin (E,E)*","bilirubin(Z,Z)",16990,0.7198849,No
443,0.0,"bilirubin (E,Z or Z,E)*","bilirubin(Z,Z)",16990,0.78291947,No
444,0.0,N-methylproline,N-methylaniline,15733,0.8326811,No
445,0.0,beta-cryptoxanthin,beta-cryptoxanthin,10362,1.0,No
446,0.0,"5alpha-androstan-3beta,17beta-diol disulfate","5alpha-androstan-3beta,17beta-diol disulfate",133114,1.0,No
447,0.0,"5alpha-pregnan-3beta,20alpha-diol disulfate","5alpha-pregnan-3beta,20alpha-diol disulfate",133118,1.0,No
448,0.0,glycocholenate sulfate*,glycosaminoglycan sulfate,35722,0.7536191,No
449,0.0,taurocholenate sulfate*,Taurolithocholate sulfate,17864,0.756595,Yes
450,0.0,"androstenediol (3beta,17beta) disulfate (1)","4-androsten-3beta,17beta-diol disulfate",133123,0.8095836,No
451,0.0,pregnenediol disulfate (C21H34O8S2)*,pregnen-diol disulfate,132994,0.7679012,No
452,0.0,"androstenediol (3beta,17beta) disulfate (2)","4-androsten-3beta,17beta-diol disulfate",133123,0.8286116,No
453,0.0,21-hydroxypregnenolone disulfate,21-Hydroxypregnenolone,28043,0.8343323,No
454,0.0,21-hydroxypregnenolone monosulfate (1),17-hydroxypregnenolone sulfate(1-),133742,0.829501,No
455,0.0,"5alpha-androstan-3alpha,17alpha-diol monosulfate","5alpha-androstan-3alpha,17beta-diol monosulfate",133105,0.9399091,No
456,0.0,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)","5alpha-pregnane-3beta,20beta-diol monosulfate anion",133712,0.8823045,No
457,0.0,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)","5alpha-pregnan-3beta,20alpha-diol disulfate",133118,0.9035614,No
458,0.0,5alpha-pregnan-diol disulfate,"5alpha-pregnane-3,20R-diol disulfate",133464,0.9267024,No
459,0.0,"5alpha-androstan-3alpha,17beta-diol disulfate","5alpha-androstan-3alpha,17beta-diol disulfate",133100,1.0,No
460,0.0,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)","5alpha-androstan-3alpha,17beta-diol monosulfate",133105,0.9576391,No
461,0.0,"5alpha-androstan-3beta,17alpha-diol disulfate","5alpha-androstan-3beta,17alpha-diol disulfate",133111,1.0,No
462,0.0,"5alpha-androstan-3beta,17beta-diol monosulfate (2)","5alpha-androstan-3alpha,17beta-diol monosulfate",133105,0.91774815,No
463,0.0,"androstenediol (3alpha, 17alpha) monosulfate (2)","4-androstene-3alpha,17alpha-diol monosulfate anion",133715,0.747772,No
464,0.0,"androstenediol (3alpha, 17alpha) monosulfate (3)","4-androstene-3alpha,17alpha-diol monosulfate anion",133715,0.7532514,No
465,0.0,"androstenediol (3beta,17beta) monosulfate (1)","4-androstene-3beta,17beta-diol monosulfate anion",133714,0.7386502,No
466,0.0,"androstenediol (3beta,17beta) monosulfate (2)","4-androstene-3beta,17beta-diol monosulfate anion",133714,0.75775814,No
467,0.0,1-docosahexaenoyl-GPE (22:6)*,1-docosahexaenoyl-GPE (22:6),133432,0.97997427,No
468,0.0,1-docosapentaenoyl-GPC (22:5n3)*,1-docosapentaenoyl-GPC (22:5n3),133734,0.984318,No
469,0.0,pregnenediol sulfate (C21H34O5S)*,5-pregnen-3beta-ol-20-one sulfate,35420,0.7202987,Yes
470,0.0,2-hydroxyglutarate,2-hydroxyglutarate,11596,1.0,No
471,0.0,gamma-CEHC,gamma-CEHC,89379,1.0,No
472,0.0,N-acetyl-beta-alanine,N-acetyl-beta-alanine,57857,1.0,No
473,0.0,"sphingomyelin (d18:1/18:1, d18:2/18:0)",sphingomyelin (d18:1/18:1),85593,0.95634794,No
474,0.0,palmitoyl sphingomyelin (d18:1/16:0),palmitoyl sphingomyelin (d18:1/16:0),78646,1.0,No
475,0.0,3-hydroxyhippurate,3-hydroxyhippurate,133607,1.0,No
476,0.0,16a-hydroxy DHEA 3-sulfate,16a-hydroxy DHEA 3-sulfate,87538,1.0,No
477,0.0,17alpha-hydroxypregnenolone 3-sulfate,17alpha-hydroxypregnenolone 3-sulfate,133742,1.0,No
478,0.0,pregnenolone sulfate,pregnenolone sulfate,35420,1.0,Yes
479,0.0,andro steroid monosulfate C19H28O6S (1)*,androstane steroid sulfate,131647,0.6438928,No
480,0.0,ergothioneine,ergothioneine,82707,1.0,No
481,0.0,1-margaroyl-GPE (17:0)*,1-margaroyl-GPC (17:0),74340,0.8390909,No
482,0.0,1-pentadecanoyl-GPC (15:0)*,1-pentadecanoyl-GPC,72736,0.891233,No
483,0.0,S-methylmethionine,N-methylmethionine,44003,0.8362621,No
484,0.0,indole-3-carboxylate,indole-3-carboxylate,62448,1.0,No
485,0.0,13-HODE + 9-HODE,11-HODE,137305,0.6762874,No
486,0.0,tridecenedioate (C13:1-DC)*,Tridecene-1,89815,0.6845137,No
487,0.0,N-acetyl-3-methylhistidine*,N-acetyl-3-methylhistidine,133183,0.9643912,No
488,0.0,4-cholesten-3-one,4-Cholesten-3-one,16175,1.0,No
489,0.0,cinnamoylglycine,N-Cinnamylglycine,68616,0.8403997,No
490,0.0,cis-4-decenoylcarnitine (C10:1),cis-4-decenoylcarnitine,73048,0.91542953,No
491,0.0,phenylalanylphenylalanine,phenylalanylphenylalanine,72723,1.0,No
492,0.0,(16 or 17)-methylstearate (a19:0 or i19:0),17-methylstearate,133138,0.7480138,No
493,0.0,alpha-ketoglutaramate*,alpha-Ketoglutaramate,30882,0.92796195,Yes
494,0.0,"2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",11424,1.0,No
495,0.0,3-methylglutaconate,3-hydroxy-3-methylglutarate,17325,0.75209826,No
496,0.0,5-(galactosylhydroxy)-L-lysine,5-(beta-D-galactopyranosyloxy)-L-lysine,37564,0.87654626,No
497,0.0,isoursodeoxycholate,isodeoxycholate,87733,0.86597055,No
498,0.0,hydantoin-5-propionate,hydantoin-5-propanoate,133476,0.9204262,No
499,0.0,sulfate*,Sulfate,16189,0.81996185,Yes
500,0.0,4-hydroxy-2-oxoglutaric acid,4-Hydroxy-2-oxoglutaric acid,30923,1.0,No
501,0.0,4-hydroxyglutamate,4-Hydroxyphenylacetylglutamate,28036,0.8349885,No
502,0.0,L-urobilin,L-Urobilin,29023,1.0,No
503,0.0,S-methylcysteine,S-METHYLCYSTEINE,45658,1.0,No
504,0.0,androsterone glucuronide,Androsterone glucuronide,28832,1.0,No
505,0.0,argininate*,argininate,32695,0.8329931,No
506,0.0,2-oxoarginine*,2-Oxoarginine,28116,0.9190341,No
507,0.0,cis-4-decenoate (10:1n6)*,cis-4-decenoate,33161,0.8452966,No
508,0.0,ethyl glucuronide,Etiocholanolone glucuronide,28832,0.79275835,No
509,0.0,1-erucoyl-GPC (22:1)*,1-eicosenoyl-GPC (20:1),131982,0.7626056,No
510,0.0,1-adrenoyl-GPC (22:4)*,1-adrenoyl-GPC (22:4),133657,0.966574,No
511,0.0,1-lignoceroyl-GPC (24:0),1-lignoceroyl-GPC (24:0),86260,1.0,No
512,0.0,1-nervonoyl-GPC (24:1n9)*,1-eicosenoyl-GPC (20:1),131982,0.70683897,No
513,0.0,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0),133672,0.93876415,No
514,0.0,1-(1-enyl-oleoyl)-GPC (P-18:1)*,1-(1-enyl-oleoyl)-GPC (P-18:1),84753,0.96622944,No
515,0.0,1-(1-enyl-stearoyl)-GPC (P-18:0)*,1-(1-enyl-stearoyl)-GPC (P-18:0),133662,0.9693747,No
516,0.0,1-methyl-5-imidazoleacetate,5-Hydroxy-4-imidazoleacetate,27850,0.8764142,No
517,0.0,glycoursodeoxycholate,glycoursodeoxycholate,132030,1.0,No
518,0.0,S-methylcysteine sulfoxide,S-METHYLCYSTEINE,45658,0.80818796,No
519,0.0,eicosanedioate (C20-DC),eicosanedioic acid anion,133143,0.681023,No
520,0.0,docosadioate (C22-DC),"docosane-1,2-diol",84958,0.707798,No
521,0.0,16-hydroxypalmitate,16-hydroxypalmitate,55329,1.0,No
522,0.0,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],2-oleoyl-3-linoleoyl-sn-glycerol,75569,0.85622424,No
523,0.0,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],2-oleoyl-3-linoleoyl-sn-glycerol,75569,0.85941154,No
524,0.0,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1-(1-enyl-palmitoyl)-GPE (P-16:0),133139,0.9759252,No
525,0.0,1-(1-enyl-stearoyl)-GPE (P-18:0)*,1-(1-enyl-stearoyl)-GPE (P-18:0),133141,0.96563184,No
526,0.0,2-stearoyl-GPI (18:0)*,2-stearoyl-GPE (18:0),133144,0.8457724,No
527,0.0,N-oleoyltaurine,oleoyltaurine,146206,0.8338419,No
528,0.0,linoleoylcarnitine (C18:2)*,linoleylcarnitine,73072,0.72815627,No
529,0.0,isoleucylalanine,isoleucylalanine,74062,1.0,No
530,0.0,isoleucylglycine,isoleucylglycine,74066,1.0,No
531,0.0,phenylalanylleucine,phenylalanylleucine,91150,1.0,No
532,0.0,tryptophylleucine,tryptophylleucine,74871,1.0,No
533,0.0,N-stearoyltaurine,N-stearoyltaurine(1-),132047,0.88314986,No
534,0.0,carboxyethyl-GABA,gamma-glutamyl-GABA,49260,0.7152712,No
535,0.0,beta-citrylglutamate,beta-citrylglutamate,76942,1.0,No
536,0.0,trimethylamine N-oxide,trimethylamine N-oxide,15724,1.0,Yes
537,0.0,dihydroferulate,dihydrogen,18276,0.7005978,Yes
538,0.0,imidazole propionate,imidazole propionate,72991,1.0,No
539,0.0,pregnanediol-3-glucuronide,Estradiol-3-glucuronide,36489,0.722364,No
540,0.0,alliin,alliin,132987,1.0,No
541,0.0,threonylalanine,threonylalanine,74824,1.0,No
542,0.0,phenylalanyltryptophan,phenylalanyltryptophan,74751,1.0,No
543,0.0,valylglycine,valylglycine,73699,1.0,No
544,0.0,prolylalanine,prolylalanine,74753,1.0,No
545,0.0,prolylglycine,Prolylglycine,61695,1.0,No
546,0.0,N-palmitoylglycine,N-palmitoylglycine,39540,1.0,No
547,0.0,lanthionine,L-lanthionine,21347,0.85694647,Yes
548,0.0,2-stearoyl-GPE (18:0)*,2-stearoyl-GPE (18:0),133144,0.9757701,No
549,0.0,(R)-3-hydroxybutyrylcarnitine,3-hydroxybutyrylcarnitine,84842,0.8422289,No
550,0.0,N-acetylcarnosine,N-acetylcadaverine,134408,0.82499105,No
551,0.0,margaroylcarnitine (C17)*,methylmalonylcarnitine(1-),133076,0.6748236,No
552,0.0,glycohyocholate,glycolithocholate,60008,0.84107333,No
553,0.0,retinal,retinal,17898,1.0,Yes
554,0.0,2-hydroxydecanoate,2-hydroxydecanoate,133174,1.0,No
555,0.0,4-methylcatechol sulfate,O-methylcatechol sulfate,133460,0.8485145,No
556,0.0,3-methyl catechol sulfate (1),catechol sulfate(1-),133072,0.8570228,No
557,0.0,3b-hydroxy-5-cholenoic acid,3beta-Hydroxy-5-cholenoic acid,89234,0.88371557,No
558,0.0,guaiacol sulfate,guanacline sulfate,134825,0.7907725,No
559,0.0,2-aminooctanoate,2-aminooctanoate,142420,1.0,No
560,0.0,gamma-CEHC glucuronide*,gamma-CEHC glucuronide,133148,0.96518266,No
561,0.0,2-piperidinone,2-Piperidinoethanol,61238,0.88529843,No
562,0.0,N-acetyl-1-methylhistidine*,N-acetyl-1-methylhistidine,133181,0.9625194,No
563,0.0,indolin-2-one,indolin-2-one,31697,1.0,Yes
564,0.0,2-aminophenol sulfate,2-aminophenol sulfate,133186,1.0,No
565,0.0,3-acetylphenol sulfate,4-acetylphenol sulfate,133225,0.873384,No
566,0.0,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",sphingomyelin (d16:1/16:0),133171,0.92496985,No
567,0.0,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Sphingomyelin (d18:1/16:0),78646,0.92012584,No
568,0.0,6-oxopiperidine-2-carboxylate,6-oxopiperidine-2-carboxylate,133178,1.0,No
569,0.0,S-allylcysteine,S-allyl-L-cysteine,74077,0.74123716,No
570,0.0,N-delta-acetylornithine,N-delta-acetylornithine,133180,1.0,No
571,0.0,acisoga,Acisoga,133185,1.0,No
572,0.0,2-aminoheptanoate,2-aminoheptanoate,133223,1.0,No
573,0.0,1-eicosapentaenoyl-GPE (20:5)*,1-eicosapentaenoyl-GPE (20:5),133522,0.9647204,No
574,0.0,"N2,N5-diacetylornithine","N(2),N(5)-diacetylornithine",133209,0.9183244,No
575,0.0,3-methoxytyramine sulfate,3-methoxytyramine,192089,0.8504402,No
576,0.0,methionine sulfone,methionine sulfone,132188,1.0,No
577,0.0,cyclo(ala-pro),Cyclo(aoe-pro-ala-ala),48028,0.81379765,No
578,0.0,1-linolenoyl-GPC (18:3)*,1-linolenoyl-GPC (18:3),133456,0.9746096,No
579,0.0,1-eicosapentaenoyl-GPC (20:5)*,1-eicosapentaenoyl-GPC (20:5),91311,0.9599104,No
580,0.0,1-eicosenoyl-GPC (20:1)*,1-eicosenoyl-GPC (20:1),131982,0.92476237,No
581,0.0,N-acetylalliin,N-Acetylalanine,40992,0.8137973,No
582,0.0,1-dihomo-linolenoyl-GPE (20:3n3 or 6)*,1-dihomo-linolenoyl-GPC(20:3n6),86256,0.8520553,No
583,0.0,1-(1-enyl-oleoyl)-GPE (P-18:1)*,1-(1-enyl-oleoyl)-GPC (P-18:1),84753,0.88191193,No
584,0.0,O-sulfo-L-tyrosine,O-sulfo-L-tyrosine,46215,1.0,No
585,0.0,ferulic acid 4-sulfate,ferulic acid sulfate,133508,0.896728,No
586,0.0,11-ketoetiocholanolone glucuronide,11-Oxoetiocholanolone glucuronide,88771,0.85107857,No
587,0.0,etiocholanolone glucuronide,Etiocholanolone glucuronide,28832,1.0,No
588,0.0,17alpha-hydroxypregnanolone glucuronide,17alpha-hydroxypregnanolone,34353,0.81945825,No
589,0.0,N-acetyltaurine,N-Acetyltaurine,84415,1.0,No
590,0.0,1-docosapentaenoyl-GPC (22:5n6)*,1-docosapentaenoyl-GPC (22:5n6),74348,0.9837997,No
591,0.0,1-linolenoyl-GPE (18:3)*,1-linolenoyl-GPC (18:3),133456,0.866726,No
592,0.0,1-oleoyl-GPG (18:1)*,1-oleoyl-GPI (18:1),78762,0.79543746,No
593,0.0,1-palmitoyl-GPG (16:0)*,1-palmitoyl-GPC (16:0),72998,0.81013787,No
594,0.0,9-hydroxystearate,9-hydroxystearate,136286,1.0,No
595,0.0,3-methylglutarylcarnitine (2),methylglutarylcarnitines,86486,0.7783835,No
596,0.0,methyl glucopyranoside (alpha + beta),methyl beta-D-glucopyranoside,320055,0.8629592,No
597,0.0,alpha-CEHC sulfate,alpha-CEHC,88427,0.6894631,No
598,0.0,alpha-CMBHC glucuronide,alpha-glucuronyl ceramide,60476,0.73694927,No
599,0.0,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Sphingomyelin (d18:1/16:0),78646,0.9328399,No
600,0.0,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Sphingomyelin (d18:1/16:0),78646,0.9170861,No
601,0.0,octadecenedioylcarnitine (C18:1-DC)*,O-octanedioylcarnitine(1-),77083,0.78095096,No
602,0.0,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)","5alpha-androstan-3alpha,17beta-diol monosulfate",133105,0.96567065,No
603,0.0,myristoleoylcarnitine (C14:1)*,(Z)-myristoleoylcarnitine,84647,0.7384107,No
604,0.0,N-formylphenylalanine,N-formylphenylalanine,133534,1.0,No
605,0.0,cyclo(pro-val),Cyclo(L-Pro-L-Tyr),6631,0.7247559,No
606,0.0,4-hydroxychlorothalonil,4-hydroxychlorothalonil,156267,1.0,No
607,0.0,tyramine O-sulfate,tyramine O-sulfate,133530,1.0,No
608,0.0,3-hydroxypyridine sulfate,3-hydroxypyridine,87440,0.8406795,No
609,0.0,phenylacetylcarnitine,acetylcarnitine,73024,0.7293254,No
610,0.0,arabonate/xylonate,xylonate,27345,0.69312173,No
611,0.0,methyl-4-hydroxybenzoate sulfate,methyl-4-hydroxybenzoate sulfate,133532,1.0,No
612,0.0,1-dihomo-linolenylglycerol (20:3),"1,2-Dihomo-g-linolenoyl-rac-glycerol",89804,0.7812028,No
613,0.0,4-vinylguaiacol sulfate,4-vinylguaiacol,42438,0.85392064,No
614,0.0,vanillactate,Vanillactate,88526,1.0,No
615,0.0,eugenol sulfate,Eugenol methyl ether,4918,0.7738358,Yes
616,0.0,pregnanolone/allopregnanolone sulfate,pregnenolone sulfate,35420,0.7238125,Yes
617,0.0,2-methoxyresorcinol sulfate,2-methoxyresorcinol monosulfate,133548,0.8255381,No
618,0.0,2-acetamidophenol sulfate,2-acetamidophenyl sulfate,133562,0.9274789,No
619,0.0,p-cresol glucuronide*,p-Cresol glucuronide,87986,0.96021587,No
620,0.0,6-hydroxyindole sulfate,6-Hydroxyindolelactate,27524,0.7827527,No
621,0.0,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",sphingomyelin (d16:1/16:0),133171,0.9134205,No
622,0.0,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",sphingomyelin(d18:1/20:1),131459,0.93103445,No
623,0.0,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",Sphingomyelin (d18:1/18:1(11Z)),86086,0.90443546,No
624,0.0,behenoyl sphingomyelin (d18:1/22:0)*,behenoyl sphingomyelin (d18:1/22:0),74532,0.9678992,No
625,0.0,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Sphingomyelin (d18:1/18:1(11Z)),86086,0.900745,No
626,0.0,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",Sphingomyelin (d18:1/18:1(11Z)),86086,0.9109692,No
627,0.0,lignoceroyl sphingomyelin (d18:1/24:0),Sphingomyelin (d18:0/24:0),84495,0.8458722,No
628,0.0,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",sphingomyelin (d16:1/16:0),133171,0.893288,No
629,0.0,dopamine 4-sulfate,dopamine 4-sulfate,34729,1.0,No
630,0.0,dopamine 3-O-sulfate,Dopamine 3-O-sulfate,37946,1.0,Yes
631,0.0,3-hydroxyhexanoate,methyl 3-hydroxyhexanoate,173244,0.8932918,No
632,0.0,3beta-hydroxy-5-cholestenoate,3beta-hydroxy-5-cholestene-22-one,143264,0.88875496,No
633,0.0,"1,2,3-benzenetriol sulfate (2)","1,2,3-benzenetriol sulfate",133587,0.9346472,No
634,0.0,3-methoxycatechol sulfate (1),O-methylcatechol sulfate,133460,0.7584823,No
635,0.0,N-acetylkynurenine (2),N-acetylkynurenines,133592,0.8717062,No
636,0.0,C-glycosyltryptophan,N-glycyltryptophan,73921,0.7598917,No
637,0.0,arabitol/xylitol,L-Arabitol,18403,0.7689569,No
638,0.0,N-acetylglucosamine/N-acetylgalactosamine,N-acetylglucosamine,28009,0.89025307,Yes
639,0.0,adipoylcarnitine (C6-DC),octadecadienoylcarnitines,86480,0.6786132,No
640,0.0,nonanoylcarnitine (C9),(R)-nonanoylcarnitine,85527,0.7753979,No
641,0.0,suberoylcarnitine (C8-DC),suberoylcarnitine,73052,0.745745,No
642,0.0,glycochenodeoxycholate 3-sulfate,Glycochenodeoxycholate-3-sulfate,72733,0.9773343,No
643,0.0,glycodeoxycholate 3-sulfate,glycodeoxycholate sulfate,133680,0.9022395,No
644,0.0,taurodeoxycholic acid 3-sulfate,taurodeoxycholic acid,9410,0.8484788,No
645,0.0,"trans-3,4-methyleneheptanoate",ethyl 4-methylheptanoate,179559,0.7405265,No
646,0.0,linoleoyl ethanolamide,Linoleoyl ethanolamide,89605,1.0,No
647,0.0,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-oleoyl-2-dihomolinolenoyl-GPC (18:1/20:3),89618,0.7483075,No
648,0.0,1-stearoyl-2-oleoyl-GPC (18:0/18:1),1-stearoyl-2-oleoyl-GPC (18:0/18:1),75034,1.0,No
649,0.0,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4),73003,0.93994796,No
650,0.0,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),74963,1.0,No
651,0.0,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),84829,1.0,No
